Delivery_person_Age,Weather_conditions,Road_traffic_density,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min)
20.0,Fog,Medium,Drinks,scooter,2.0,No,Metropolitian,38
32.0,Windy,Jam,Snack,scooter,0.0,No,Metropolitian,26
38.0,Cloudy,Medium,Drinks,motorcycle,1.0,No,Metropolitian,29
30.0,Stormy,Low,Buffet,electric_scooter,0.0,No,Urban,15
27.0,Sunny,Jam,Drinks,motorcycle,1.0,No,Urban,17
38.0,Sunny,Low,Drinks,motorcycle,0.0,No,Metropolitian,23
39.0,Stormy,Low,Drinks,motorcycle,0.0,No,Metropolitian,25
37.0,Stormy,High,Buffet,motorcycle,3.0,No,Metropolitian,48
36.0,Sunny,Low,Meal,motorcycle,1.0,No,Metropolitian,32
31.0,Fog,Jam,Buffet,motorcycle,1.0,No,Metropolitian,48
29.0,Fog,Jam,Buffet,motorcycle,1.0,No,Metropolitian,42
21.0,Sunny,Low,Snack,motorcycle,0.0,No,Metropolitian,21
37.0,Stormy,Medium,Meal,motorcycle,1.0,No,Metropolitian,26
39.0,Sandstorms,Low,Buffet,motorcycle,1.0,No,Metropolitian,25
25.0,Fog,Jam,Meal,motorcycle,1.0,Yes,Metropolitian,44
21.0,Windy,Jam,Buffet,motorcycle,1.0,No,Metropolitian,30
26.0,Fog,High,Meal,scooter,1.0,No,Metropolitian,24
30.0,Fog,Low,Meal,scooter,1.0,No,Metropolitian,37
29.0,Stormy,Low,Meal,motorcycle,1.0,No,Urban,19
25.0,Sunny,Jam,Buffet,scooter,1.0,No,Metropolitian,14
22.0,Stormy,Jam,Buffet,motorcycle,1.0,No,Metropolitian,39
50.0,Fog,Low,Meal,electric_scooter,0.0,No,Metropolitian,16
39.0,Cloudy,Low,Buffet,motorcycle,2.0,No,Urban,38
28.0,Cloudy,Low,Buffet,motorcycle,1.0,No,Urban,24
24.0,Fog,High,Drinks,scooter,0.0,No,Metropolitian,22
26.0,Windy,Medium,Snack,motorcycle,1.0,No,Urban,27
21.0,Stormy,Jam,Meal,motorcycle,1.0,No,Metropolitian,32
21.0,Cloudy,Medium,Meal,motorcycle,1.0,No,Metropolitian,36
29.0,Fog,High,Drinks,motorcycle,1.0,No,Metropolitian,21
21.0,Windy,Low,Snack,motorcycle,1.0,No,Urban,17
31.0,Windy,Jam,Snack,motorcycle,0.0,No,Metropolitian,47
25.0,Sandstorms,Low,Buffet,scooter,0.0,No,Urban,12
29.0,Sandstorms,Jam,Snack,motorcycle,1.0,No,Metropolitian,37
23.0,Sunny,High,Drinks,motorcycle,0.0,No,Urban,16
32.0,Windy,Jam,Snack,scooter,1.0,No,Metropolitian,41
30.0,Fog,Low,Drinks,scooter,0.0,No,Metropolitian,15
29.0,Sunny,Low,Drinks,motorcycle,1.0,No,Metropolitian,23
31.0,Sandstorms,Low,Drinks,scooter,1.0,No,Metropolitian,29
21.0,Windy,Low,Snack,scooter,1.0,No,Metropolitian,19
26.0,Stormy,High,Buffet,motorcycle,1.0,No,Urban,37
22.0,Cloudy,High,Buffet,scooter,1.0,No,Urban,31
21.0,Fog,Jam,Meal,motorcycle,1.0,No,Urban,38
39.0,Sunny,Low,Buffet,motorcycle,0.0,No,Metropolitian,16
22.0,Fog,Low,Meal,scooter,0.0,No,Urban,10
21.0,Sunny,High,Snack,motorcycle,0.0,No,Metropolitian,16
28.0,Windy,Medium,Snack,motorcycle,1.0,No,Metropolitian,22
31.0,Fog,Jam,Buffet,motorcycle,1.0,No,Urban,27
26.0,Cloudy,Low,Buffet,electric_scooter,1.0,No,Metropolitian,11
29.0,Stormy,Jam,Meal,motorcycle,0.0,No,Metropolitian,19
24.0,Fog,High,Drinks,electric_scooter,1.0,No,Metropolitian,31
29.0,Windy,High,Meal,electric_scooter,1.0,No,Metropolitian,29
37.0,Fog,Low,Drinks,motorcycle,1.0,No,Metropolitian,21
34.0,Fog,Medium,Buffet,scooter,1.0,No,Metropolitian,38
29.0,Fog,High,Drinks,motorcycle,1.0,No,Urban,28
23.0,Sunny,Medium,Snack,motorcycle,1.0,No,Metropolitian,22
39.0,Fog,Low,Meal,motorcycle,0.0,No,Metropolitian,27
22.0,Sunny,Jam,Meal,motorcycle,1.0,No,Metropolitian,23
36.0,Fog,Low,Buffet,motorcycle,0.0,No,Metropolitian,37
26.0,Stormy,Medium,Meal,electric_scooter,1.0,No,Metropolitian,22
39.0,Windy,High,Snack,scooter,0.0,No,Metropolitian,25
20.0,Sandstorms,Low,Meal,scooter,0.0,No,Metropolitian,17
33.0,Sunny,Jam,Snack,electric_scooter,0.0,No,Metropolitian,30
38.0,Cloudy,Jam,Drinks,motorcycle,1.0,No,Metropolitian,43
21.0,Stormy,Low,Snack,scooter,1.0,No,Metropolitian,14
37.0,Cloudy,Medium,Meal,motorcycle,1.0,No,Metropolitian,39
21.0,Cloudy,Medium,Buffet,motorcycle,1.0,No,Metropolitian,26
34.0,Sunny,Medium,Snack,scooter,1.0,No,Metropolitian,23
21.0,Fog,High,Meal,motorcycle,1.0,No,Metropolitian,23
25.0,Windy,Jam,Snack,scooter,1.0,No,Metropolitian,12
23.0,Fog,High,Buffet,motorcycle,0.0,No,Metropolitian,22
26.0,Sandstorms,Low,Snack,motorcycle,0.0,No,Metropolitian,14
32.0,Windy,Medium,Meal,motorcycle,1.0,No,Metropolitian,33
38.0,Cloudy,Low,Drinks,scooter,0.0,No,Metropolitian,15
21.0,Sunny,Low,Drinks,motorcycle,0.0,No,Urban,15
31.0,Fog,Medium,Drinks,motorcycle,2.0,No,Metropolitian,36
20.0,Sunny,Medium,Meal,electric_scooter,0.0,No,Metropolitian,15
25.0,Sandstorms,Medium,Meal,motorcycle,0.0,No,Metropolitian,25
20.0,Fog,Medium,Meal,motorcycle,0.0,No,Urban,14
26.0,Cloudy,Low,Snack,motorcycle,1.0,No,Metropolitian,22
21.0,Cloudy,Jam,Buffet,scooter,1.0,No,Metropolitian,44
38.0,Stormy,Low,Drinks,scooter,0.0,No,Metropolitian,17
35.0,Windy,Medium,Snack,scooter,1.0,No,Metropolitian,25
28.0,Sandstorms,Jam,Buffet,electric_scooter,1.0,No,Metropolitian,24
29.0,Sandstorms,Jam,Snack,motorcycle,1.0,No,Metropolitian,17
24.0,Stormy,Jam,Buffet,scooter,1.0,No,Metropolitian,25
22.0,Stormy,Medium,Buffet,scooter,1.0,No,Metropolitian,25
35.0,Sandstorms,Jam,Snack,motorcycle,1.0,No,Urban,31
24.0,Windy,High,Buffet,scooter,1.0,No,Urban,21
21.0,Cloudy,Low,Meal,motorcycle,0.0,No,Metropolitian,22
33.0,Windy,Medium,Drinks,electric_scooter,1.0,No,Metropolitian,30
24.0,Sandstorms,Jam,Meal,motorcycle,1.0,No,Urban,10
38.0,Fog,Low,Drinks,scooter,0.0,No,Urban,15
23.0,Fog,Jam,Buffet,motorcycle,2.0,No,Metropolitian,38
34.0,Sandstorms,Low,Meal,scooter,1.0,No,Metropolitian,23
20.0,Sandstorms,Jam,Meal,motorcycle,0.0,No,Urban,18
25.0,Fog,High,Buffet,motorcycle,1.0,No,Metropolitian,23
23.0,Cloudy,Low,Meal,motorcycle,0.0,No,Urban,10
33.0,Fog,Medium,Meal,motorcycle,0.0,No,Metropolitian,49
32.0,Windy,High,Drinks,motorcycle,1.0,No,Metropolitian,27
37.0,Sunny,Low,Drinks,motorcycle,0.0,No,Metropolitian,25
34.0,Windy,Medium,Meal,scooter,0.0,No,Metropolitian,22
36.0,Windy,Medium,Drinks,motorcycle,2.0,No,Metropolitian,49
29.0,Stormy,High,Buffet,motorcycle,1.0,No,Metropolitian,11
27.0,Windy,Low,Meal,scooter,1.0,No,Metropolitian,19
27.0,Sunny,Medium,Snack,scooter,0.0,No,Metropolitian,16
27.0,Windy,Low,Drinks,motorcycle,1.0,No,Metropolitian,18
26.0,Fog,Low,Drinks,scooter,1.0,No,Metropolitian,29
25.0,Sunny,High,Buffet,motorcycle,0.0,No,Urban,19
20.0,Cloudy,Low,Snack,electric_scooter,1.0,No,Metropolitian,27
29.0,Cloudy,Jam,Drinks,motorcycle,1.0,No,Metropolitian,23
30.0,Windy,Medium,Buffet,motorcycle,1.0,No,Metropolitian,33
34.0,Fog,Jam,Buffet,scooter,1.0,No,Urban,27
31.0,Sandstorms,Jam,Drinks,motorcycle,1.0,No,Metropolitian,25
30.0,Stormy,Low,Meal,motorcycle,1.0,No,Metropolitian,30
22.0,Windy,Low,Meal,motorcycle,0.0,No,Metropolitian,16
21.0,Cloudy,Low,Buffet,motorcycle,1.0,No,Metropolitian,15
24.0,Stormy,Medium,Drinks,motorcycle,1.0,No,Metropolitian,20
33.0,Sunny,High,Snack,motorcycle,1.0,No,Urban,20
25.0,Fog,Jam,Meal,motorcycle,1.0,No,Metropolitian,32
33.0,Cloudy,Jam,Drinks,motorcycle,1.0,No,Metropolitian,34
24.0,Cloudy,Jam,Drinks,motorcycle,1.0,No,Metropolitian,24
30.0,Sunny,Jam,Buffet,electric_scooter,1.0,No,Metropolitian,20
39.0,Stormy,Jam,Snack,scooter,1.0,No,Metropolitian,32
39.0,Cloudy,Low,Meal,electric_scooter,1.0,No,Metropolitian,17
29.0,Sandstorms,Jam,Snack,motorcycle,0.0,No,Urban,17
29.0,Windy,Jam,Drinks,motorcycle,0.0,No,Metropolitian,19
28.0,Sunny,High,Buffet,scooter,1.0,No,Metropolitian,15
31.0,Sandstorms,Medium,Meal,motorcycle,1.0,No,Metropolitian,21
32.0,Stormy,Jam,Drinks,electric_scooter,1.0,No,Urban,27
35.0,Cloudy,Low,Snack,motorcycle,1.0,No,Metropolitian,42
33.0,Windy,Medium,Meal,electric_scooter,1.0,No,Metropolitian,28
30.0,Sandstorms,Low,Buffet,motorcycle,1.0,No,Metropolitian,21
25.0,Stormy,Jam,Buffet,motorcycle,1.0,No,Metropolitian,34
39.0,Windy,Jam,Snack,motorcycle,0.0,No,Metropolitian,28
37.0,Windy,Medium,Meal,electric_scooter,1.0,No,Metropolitian,38
25.0,Stormy,Medium,Snack,motorcycle,1.0,No,Urban,27
29.0,Sandstorms,Low,Drinks,motorcycle,1.0,No,Metropolitian,24
23.0,Cloudy,High,Buffet,scooter,1.0,No,Metropolitian,27
25.0,Cloudy,Jam,Buffet,motorcycle,1.0,No,Metropolitian,25
31.0,Sandstorms,Low,Snack,scooter,0.0,No,Metropolitian,20
22.0,Cloudy,Jam,Snack,motorcycle,1.0,No,Metropolitian,27
26.0,Windy,Medium,Buffet,motorcycle,1.0,No,Urban,20
29.0,Stormy,Medium,Drinks,motorcycle,1.0,No,Metropolitian,30
34.0,Stormy,Medium,Buffet,scooter,2.0,No,Metropolitian,39
24.0,Sunny,High,Drinks,scooter,1.0,No,Metropolitian,15
36.0,Sandstorms,High,Drinks,scooter,1.0,No,Metropolitian,33
28.0,Sandstorms,Jam,Buffet,motorcycle,0.0,No,Urban,24
35.0,Fog,High,Buffet,motorcycle,0.0,No,Metropolitian,28
37.0,Stormy,Medium,Snack,motorcycle,1.0,No,Metropolitian,29
26.0,Stormy,Low,Meal,scooter,1.0,No,Urban,15
37.0,Stormy,Jam,Snack,motorcycle,1.0,No,Metropolitian,47
29.0,Fog,Low,Buffet,scooter,1.0,No,Metropolitian,18
30.0,Stormy,Low,Meal,scooter,1.0,No,Urban,20
35.0,Fog,Low,Buffet,motorcycle,1.0,No,Metropolitian,24
39.0,Sunny,Jam,Drinks,motorcycle,0.0,No,Urban,39
30.0,Fog,Jam,Buffet,motorcycle,2.0,No,Semi-Urban,52
37.0,Stormy,Low,Buffet,motorcycle,1.0,No,Urban,24
25.0,Windy,Jam,Snack,motorcycle,1.0,No,Metropolitian,29
39.0,Stormy,High,Meal,motorcycle,2.0,No,Metropolitian,39
34.0,Windy,Medium,Snack,motorcycle,1.0,No,Metropolitian,34
38.0,Stormy,Low,Buffet,motorcycle,1.0,No,Metropolitian,31
39.0,Sandstorms,Medium,Drinks,motorcycle,1.0,No,Metropolitian,40
27.0,Cloudy,Jam,Meal,motorcycle,1.0,No,Metropolitian,48
28.0,Stormy,Low,Buffet,motorcycle,1.0,No,Metropolitian,28
37.0,Cloudy,Low,Buffet,motorcycle,0.0,No,Metropolitian,18
31.0,Cloudy,Low,Drinks,motorcycle,0.0,No,Metropolitian,28
28.0,Fog,High,Drinks,motorcycle,1.0,No,Metropolitian,24
22.0,Windy,High,Snack,scooter,1.0,No,Metropolitian,27
32.0,Stormy,Jam,Snack,electric_scooter,1.0,No,Metropolitian,33
21.0,Sunny,Jam,Snack,motorcycle,1.0,No,Urban,15
23.0,Sunny,Medium,Drinks,motorcycle,1.0,"<bound method Series.mode of 0        No
1        No
2        No
3        No
4        No
         ..
45579    No
45580    No
45581    No
45582    No
45583    No
Name: Festival, Length: 45584, dtype: object>",Metropolitian,10
24.0,Sunny,Low,Snack,motorcycle,0.0,No,Metropolitian,26
31.0,Cloudy,Jam,Meal,motorcycle,1.0,No,Metropolitian,41
29.0,Fog,Medium,Drinks,electric_scooter,0.0,No,Metropolitian,17
25.0,Cloudy,Jam,Drinks,motorcycle,2.0,No,Metropolitian,38
36.0,Sunny,Jam,Snack,motorcycle,0.0,No,Metropolitian,30
25.0,Cloudy,Medium,Drinks,motorcycle,1.0,No,Metropolitian,21
27.0,Sandstorms,Medium,Snack,motorcycle,0.0,No,Metropolitian,14
25.0,Stormy,Medium,Meal,motorcycle,1.0,"<bound method Series.mode of 0        No
1        No
2        No
3        No
4        No
         ..
45579    No
45580    No
45581    No
45582    No
45583    No
Name: Festival, Length: 45584, dtype: object>",Metropolitian,14
32.0,Sandstorms,Medium,Snack,scooter,1.0,No,Urban,32
21.0,Sunny,Medium,Snack,motorcycle,1.0,No,Metropolitian,28
24.0,Stormy,High,Snack,scooter,1.0,No,Metropolitian,26
21.0,Sandstorms,Low,Snack,scooter,1.0,No,Metropolitian,18
23.0,Sunny,Low,Snack,motorcycle,1.0,No,Urban,17
33.0,Fog,Jam,Snack,motorcycle,2.0,No,Metropolitian,41
29.0,Cloudy,Low,Buffet,scooter,0.0,No,Metropolitian,16
39.0,Windy,Low,Meal,motorcycle,1.0,No,Metropolitian,15
27.0,Sandstorms,Jam,Meal,scooter,0.0,No,Metropolitian,28
21.0,Sunny,Medium,Drinks,scooter,1.0,No,Urban,17
27.0,Sandstorms,Jam,Drinks,motorcycle,1.0,No,Urban,21
24.0,Fog,Low,Buffet,motorcycle,1.0,No,Metropolitian,21
29.0,Sunny,High,Buffet,motorcycle,1.0,No,Metropolitian,21
35.0,Cloudy,High,Buffet,scooter,0.0,No,Metropolitian,29
22.0,Stormy,Jam,Meal,scooter,1.0,No,Urban,16
32.0,Stormy,Jam,Drinks,electric_scooter,1.0,Yes,Metropolitian,43
30.0,Stormy,Jam,Buffet,scooter,0.0,No,Metropolitian,33
36.0,Cloudy,Jam,Snack,scooter,0.0,No,Metropolitian,34
31.0,Cloudy,Jam,Buffet,motorcycle,1.0,No,Metropolitian,34
21.0,Stormy,Low,Snack,motorcycle,1.0,No,Urban,19
29.0,Sandstorms,Medium,Drinks,scooter,1.0,No,Urban,20
34.0,Sandstorms,Jam,Meal,motorcycle,1.0,No,Metropolitian,42
34.0,Fog,Low,Meal,motorcycle,1.0,No,Urban,19
38.0,Sunny,Medium,Drinks,scooter,1.0,No,Metropolitian,22
20.0,Sunny,Low,Snack,motorcycle,0.0,No,Urban,11
20.0,Stormy,Low,Buffet,scooter,0.0,No,Urban,10
22.0,Sandstorms,Jam,Snack,scooter,0.0,No,Metropolitian,11
32.0,Sandstorms,High,Snack,scooter,1.0,No,Metropolitian,25
30.0,Fog,Medium,Drinks,motorcycle,1.0,No,Metropolitian,35
27.0,Fog,Jam,Meal,scooter,2.0,No,Metropolitian,39
26.0,Windy,Jam,Snack,motorcycle,1.0,No,Metropolitian,27
37.0,Cloudy,Jam,Meal,motorcycle,1.0,No,Metropolitian,37
25.0,Cloudy,High,Buffet,scooter,1.0,No,Metropolitian,30
25.0,Windy,Jam,Snack,scooter,0.0,No,Urban,18
26.0,Stormy,Jam,Buffet,motorcycle,1.0,No,Metropolitian,30
29.0,Fog,Jam,Snack,motorcycle,1.0,No,Metropolitian,29
31.0,Stormy,Medium,Meal,scooter,1.0,No,Metropolitian,34
29.0,Fog,Low,Meal,electric_scooter,0.0,No,Metropolitian,31
21.0,Fog,Low,Meal,scooter,1.0,No,Metropolitian,11
33.0,Cloudy,Medium,Snack,motorcycle,2.0,No,Metropolitian,44
20.0,Windy,Low,Snack,motorcycle,1.0,No,Urban,12
20.0,Stormy,Medium,Meal,motorcycle,1.0,No,Urban,28
21.0,Stormy,Medium,Drinks,motorcycle,0.0,No,Metropolitian,19
26.0,Stormy,Low,Snack,motorcycle,0.0,No,Metropolitian,19
35.0,Cloudy,Low,Meal,motorcycle,0.0,No,Urban,39
32.0,Windy,High,Buffet,motorcycle,1.0,No,Metropolitian,32
28.0,Sunny,High,Drinks,electric_scooter,0.0,No,Metropolitian,18
30.0,Windy,Medium,Meal,scooter,1.0,No,Metropolitian,32
32.0,Cloudy,Low,Snack,motorcycle,0.0,No,Metropolitian,25
37.0,Fog,Low,Snack,electric_scooter,0.0,No,Metropolitian,32
30.0,Cloudy,Medium,Meal,motorcycle,1.0,No,Metropolitian,30
21.0,Stormy,Low,Drinks,motorcycle,1.0,No,Metropolitian,18
39.0,Sunny,Medium,Drinks,motorcycle,1.0,No,Metropolitian,28
35.0,Windy,Low,Drinks,motorcycle,1.0,No,Metropolitian,29
30.0,Sunny,Jam,Drinks,electric_scooter,1.0,No,Urban,27
27.0,Fog,Low,Drinks,motorcycle,1.0,No,Metropolitian,22
25.0,Sandstorms,Low,Snack,motorcycle,1.0,No,Urban,23
34.0,Fog,Medium,Snack,motorcycle,1.0,No,Metropolitian,32
24.0,Fog,Medium,Drinks,electric_scooter,1.0,No,Metropolitian,33
34.0,Sunny,Jam,Buffet,motorcycle,0.0,No,Metropolitian,19
25.0,Cloudy,High,Drinks,motorcycle,0.0,No,Metropolitian,21
23.0,Sandstorms,Medium,Drinks,scooter,1.0,No,Urban,18
30.0,Sandstorms,Jam,Drinks,motorcycle,1.0,No,Metropolitian,34
29.0,Sandstorms,Jam,Drinks,scooter,1.0,No,Metropolitian,34
33.0,Cloudy,High,Snack,motorcycle,0.0,No,Metropolitian,35
25.0,Stormy,Jam,Buffet,motorcycle,1.0,No,Metropolitian,34
26.0,Sandstorms,Low,Buffet,electric_scooter,0.0,No,Urban,19
35.0,Sunny,Low,Snack,scooter,0.0,No,Metropolitian,19
34.0,Sandstorms,Jam,Drinks,scooter,0.0,No,Metropolitian,27
36.0,Stormy,Jam,Meal,scooter,1.0,Yes,Metropolitian,43
29.0,Stormy,Medium,Snack,motorcycle,1.0,No,Urban,31
28.0,Fog,Low,Snack,motorcycle,1.0,No,Metropolitian,21
24.0,Stormy,Medium,Buffet,electric_scooter,0.0,No,Metropolitian,23
39.0,Sunny,High,Buffet,scooter,0.0,No,Metropolitian,20
33.0,Cloudy,Jam,Meal,motorcycle,2.0,No,Metropolitian,46
33.0,Stormy,High,Drinks,motorcycle,1.0,No,Metropolitian,48
35.0,Cloudy,Jam,Snack,electric_scooter,0.0,No,Metropolitian,39
29.0,Stormy,Low,Drinks,motorcycle,0.0,No,Urban,12
37.0,Cloudy,Jam,Drinks,motorcycle,1.0,No,Metropolitian,29
26.0,Sandstorms,High,Drinks,scooter,1.0,No,Urban,14
30.0,Sandstorms,Low,Meal,scooter,1.0,No,Metropolitian,28
23.0,Sandstorms,Low,Meal,motorcycle,1.0,No,Metropolitian,24
33.0,Windy,Jam,Snack,motorcycle,1.0,No,Metropolitian,36
24.0,Fog,Low,Buffet,motorcycle,0.0,No,Metropolitian,12
27.0,Sunny,Medium,Buffet,motorcycle,1.0,No,Metropolitian,18
30.0,Cloudy,Low,Drinks,motorcycle,1.0,No,Metropolitian,29
20.0,Sunny,Low,Drinks,electric_scooter,1.0,No,Metropolitian,23
22.0,Stormy,Jam,Meal,motorcycle,0.0,No,Metropolitian,28
20.0,Fog,Medium,Snack,scooter,0.0,No,Metropolitian,26
21.0,Fog,Jam,Snack,scooter,2.0,No,Metropolitian,41
35.0,Sandstorms,Low,Meal,scooter,1.0,No,Urban,29
26.0,Fog,Jam,Buffet,electric_scooter,0.0,No,Metropolitian,30
39.0,Fog,Jam,Snack,motorcycle,1.0,Yes,Metropolitian,44
36.0,Sunny,Jam,Snack,motorcycle,0.0,No,Metropolitian,25
23.0,Sandstorms,Medium,Buffet,motorcycle,1.0,No,Urban,20
25.0,Cloudy,Low,Meal,scooter,0.0,No,Metropolitian,23
34.0,Fog,Medium,Drinks,motorcycle,1.0,No,Urban,37
29.0,Fog,Jam,Meal,scooter,1.0,No,Metropolitian,44
30.0,Windy,Medium,Buffet,scooter,0.0,No,Metropolitian,34
34.0,Windy,Jam,Snack,motorcycle,1.0,Yes,Metropolitian,53
23.0,Sunny,Medium,Meal,scooter,0.0,No,Metropolitian,16
31.0,Sunny,Low,Buffet,motorcycle,0.0,No,Urban,11
22.0,Fog,Low,Meal,motorcycle,1.0,No,Urban,17
35.0,Cloudy,Low,Snack,scooter,1.0,No,Metropolitian,31
27.0,Stormy,Medium,Buffet,motorcycle,1.0,No,Metropolitian,33
24.0,Fog,Low,Meal,scooter,1.0,No,Metropolitian,20
21.0,Cloudy,Jam,Drinks,scooter,0.0,No,Metropolitian,37
33.0,Windy,Jam,Snack,scooter,1.0,No,Metropolitian,26
38.0,Windy,High,Buffet,motorcycle,2.0,No,Metropolitian,45
21.0,Windy,Jam,Meal,motorcycle,1.0,No,Metropolitian,25
23.0,Sandstorms,Low,Drinks,scooter,1.0,No,Urban,16
21.0,Stormy,Jam,Drinks,motorcycle,0.0,No,Metropolitian,33
22.0,Fog,Jam,Meal,motorcycle,1.0,No,Metropolitian,34
39.0,Windy,Low,Snack,motorcycle,1.0,No,Metropolitian,34
22.0,Stormy,Medium,Snack,motorcycle,1.0,No,Urban,23
33.0,Sunny,Jam,Snack,scooter,0.0,No,Metropolitian,21
21.0,Windy,High,Snack,electric_scooter,0.0,No,Metropolitian,23
27.0,Sunny,Jam,Snack,motorcycle,1.0,No,Metropolitian,20
30.0,Fog,Medium,Meal,scooter,1.0,Yes,Metropolitian,44
28.0,Sunny,Low,Meal,scooter,1.0,No,Urban,24
30.0,Sandstorms,Jam,Meal,scooter,0.0,No,Metropolitian,28
25.0,Sandstorms,Low,Drinks,motorcycle,0.0,No,Metropolitian,17
39.0,Stormy,Jam,Snack,electric_scooter,1.0,No,Metropolitian,43
26.0,Stormy,Jam,Snack,motorcycle,1.0,No,Metropolitian,37
21.0,Cloudy,Low,Buffet,scooter,0.0,No,Metropolitian,25
37.0,Fog,Jam,Buffet,scooter,0.0,No,Metropolitian,37
38.0,Sunny,Low,Buffet,motorcycle,0.0,No,Metropolitian,28
32.0,Fog,Low,Meal,electric_scooter,1.0,No,Urban,18
26.0,Cloudy,Medium,Drinks,motorcycle,2.0,No,Metropolitian,35
26.0,Stormy,Low,Buffet,motorcycle,1.0,No,Metropolitian,25
33.0,Sunny,Jam,Drinks,motorcycle,1.0,No,Urban,31
27.0,Stormy,Low,Drinks,motorcycle,1.0,No,Urban,16
33.0,Sunny,Low,Meal,scooter,1.0,No,Urban,17
26.0,Cloudy,Low,Meal,motorcycle,1.0,No,Urban,18
24.0,Sandstorms,Medium,Buffet,motorcycle,0.0,No,Urban,20
24.0,Fog,Medium,Drinks,electric_scooter,1.0,No,Metropolitian,31
34.0,Cloudy,Medium,Buffet,scooter,1.0,No,Metropolitian,16
39.0,Stormy,Medium,Drinks,motorcycle,2.0,No,Metropolitian,39
37.0,Cloudy,Medium,Drinks,scooter,1.0,No,Urban,15
25.0,Cloudy,Jam,Snack,motorcycle,1.0,No,Metropolitian,40
37.0,Fog,Medium,Snack,motorcycle,0.0,No,Metropolitian,34
29.0,Cloudy,Low,Drinks,motorcycle,1.0,No,Metropolitian,21
29.0,Fog,Low,Snack,electric_scooter,2.0,No,Metropolitian,37
35.0,Cloudy,High,Meal,electric_scooter,1.0,No,Metropolitian,28
23.0,Fog,Low,Buffet,motorcycle,0.0,No,Urban,21
37.0,Cloudy,High,Drinks,motorcycle,1.0,No,Metropolitian,33
39.0,Sunny,Low,Meal,scooter,1.0,No,Metropolitian,21
32.0,Stormy,Jam,Buffet,motorcycle,0.0,No,Metropolitian,30
27.0,Sandstorms,Medium,Drinks,motorcycle,1.0,No,Metropolitian,22
31.0,Stormy,Jam,Drinks,scooter,1.0,Yes,Metropolitian,39
35.0,Stormy,Jam,Buffet,motorcycle,1.0,No,Metropolitian,45
20.0,Sandstorms,Low,Drinks,motorcycle,1.0,No,Metropolitian,18
38.0,Fog,Jam,Drinks,motorcycle,2.0,No,Metropolitian,34
26.0,Sandstorms,Jam,Buffet,motorcycle,0.0,No,Metropolitian,22
21.0,Fog,Low,Drinks,scooter,1.0,No,Metropolitian,29
33.0,Sunny,Medium,Drinks,scooter,1.0,No,Metropolitian,26
39.0,Stormy,Low,Snack,motorcycle,1.0,No,Metropolitian,34
20.0,Fog,Jam,Snack,motorcycle,1.0,No,Urban,39
26.0,Stormy,Low,Drinks,motorcycle,0.0,No,Urban,18
26.0,Cloudy,Jam,Buffet,motorcycle,2.0,No,Metropolitian,37
38.0,Windy,Low,Drinks,motorcycle,1.0,No,Metropolitian,23
37.0,Sandstorms,Medium,Drinks,scooter,1.0,No,Urban,29
29.0,Windy,Jam,Snack,motorcycle,1.0,No,Metropolitian,18
37.0,Cloudy,Low,Buffet,motorcycle,2.0,No,Metropolitian,41
25.0,Cloudy,Medium,Buffet,motorcycle,0.0,No,Metropolitian,36
34.0,Fog,High,Buffet,motorcycle,1.0,No,Metropolitian,30
29.0,Windy,Low,Snack,scooter,1.0,No,Metropolitian,29
35.0,Fog,Low,Buffet,motorcycle,1.0,No,Metropolitian,32
30.0,Cloudy,Low,Snack,electric_scooter,1.0,No,Metropolitian,16
37.0,Fog,Low,Meal,motorcycle,1.0,No,Metropolitian,22
25.0,Sandstorms,Jam,Meal,motorcycle,0.0,No,Metropolitian,17
31.0,Stormy,Jam,Snack,scooter,1.0,No,Metropolitian,31
27.0,Stormy,Low,Meal,motorcycle,0.0,No,Metropolitian,23
33.0,Stormy,Jam,Meal,scooter,0.0,No,Metropolitian,29
29.0,Stormy,Jam,Snack,motorcycle,1.0,No,Urban,25
39.0,Sandstorms,Low,Drinks,motorcycle,0.0,No,Metropolitian,20
26.0,Fog,High,Meal,motorcycle,0.0,No,Metropolitian,23
28.0,Sunny,Low,Meal,electric_scooter,1.0,No,Metropolitian,35
23.0,Sunny,Medium,Buffet,scooter,1.0,No,Urban,15
34.0,Stormy,Jam,Meal,motorcycle,1.0,No,Metropolitian,27
25.0,Windy,Jam,Buffet,scooter,1.0,No,Metropolitian,23
30.0,Windy,Medium,Buffet,motorcycle,1.0,No,Metropolitian,34
29.0,Fog,Low,Buffet,scooter,1.0,No,Metropolitian,19
39.0,Stormy,Low,Meal,motorcycle,1.0,No,Metropolitian,18
31.0,Cloudy,Jam,Drinks,motorcycle,0.0,No,Metropolitian,42
33.0,Fog,Jam,Meal,electric_scooter,1.0,No,Metropolitian,47
28.0,Windy,Low,Meal,motorcycle,1.0,No,Metropolitian,24
37.0,Fog,Jam,Drinks,motorcycle,1.0,No,Metropolitian,34
26.0,Fog,Medium,Drinks,motorcycle,1.0,No,Metropolitian,24
28.0,Sandstorms,Medium,Buffet,scooter,0.0,No,Metropolitian,23
24.0,Cloudy,Medium,Meal,motorcycle,1.0,No,Metropolitian,10
29.0,Fog,Jam,Snack,motorcycle,0.0,No,Metropolitian,24
39.0,Stormy,Jam,Snack,scooter,1.0,No,Metropolitian,30
